"Feature","Data_Type","Category","Sub_Category","TCGA-25-1626","TCGA-25-1627","TCGA-25-1630","TCGA-25-1631","TCGA-25-1632","TCGA-25-1623","TCGA-25-1625","TCGA-25-1635","TCGA-25-1878","TCGA-23-1809","TCGA-25-2391","TCGA-25-2409","TCGA-25-2042","TCGA-25-2393","TCGA-23-2077","TCGA-25-2396","TCGA-23-2078","TCGA-25-2397","TCGA-23-2079","TCGA-25-2399","TCGA-23-2081","TCGA-25-2400","TCGA-25-2401","TCGA-25-2404","TCGA-42-2591","TCGA-23-2645","TCGA-42-2593","TCGA-23-2647","TCGA-23-1111","TCGA-23-2649","TCGA-25-1316","TCGA-25-1322","TCGA-42-2582","TCGA-42-2588","TCGA-42-2589","TCGA-23-2641","TCGA-42-2590","TCGA-23-2643","TCGA-25-1320","TCGA-23-1121","TCGA-25-1313","TCGA-23-1122","TCGA-25-1315","TCGA-23-1123","TCGA-25-1319","TCGA-25-2408","TCGA-25-1321","TCGA-25-1323","TCGA-25-1326","TCGA-25-1328","TCGA-25-1312","TCGA-25-1329","TCGA-25-1314","TCGA-23-1109","TCGA-25-1318","TCGA-23-1110","TCGA-42-2587","TCGA-57-1586","TCGA-5X-AA5U","TCGA-WR-A838","TCGA-59-A5PD","TCGA-OY-A56Q","TCGA-OY-A56P","TCGA-3P-A9WA"
"BID|Bid","num","Molecular","Protein Expression","0.4343379","0.5573619","0.4955419","0.5299494","0.2982147","0.2653929","0.2606293","0.4044933","0.5271048","0.3889389","0.3832839","0.4327930","0.4111126","0.3193366","0.3889445","0.3461213","0.7819473","0.4852378","0.1480172","0.1538813","0.2109239","0.4658669","0.4144966","0.4868869","0.9314936","0.4699866","0.4230430","0.1598493","0.4297181","0.4533857","0.5406112","0.5413651","0.2116921","0.2795532","0.3901850","0.1105106","0.3302470","0.6473668","0.4437509","0.6758151","0.4084265","0.6948629","0.4293352","0.3629614","0.5685190","0.6027563","0.3936497","0.8275298","0.6537980","0.3441770","0.2245666","0.2872510","0.1824639","0.1736387","0.3452808","0.3610460","0.5995924","0.6484758","0.6006151","0.3187249","0.6110760","0.5937345","0.4159882","0.4492284"
"BCL2L11|Bim","num","Molecular","Protein Expression"," 0.200716083"," 0.604818304"," 0.046026036"," 0.059903255"," 0.037363641"," 0.369050335","-0.071347141"," 0.114933589"," 1.019773218"," 0.492189181"," 0.260960422","-0.219636116"," 0.118168270"," 0.942658291"," 0.399888160"," 1.060179183"," 0.176018805"," 0.042115285","-0.151485273"," 0.146592904"," 0.360235489"," 0.873853769"," 0.013735514"," 0.852429644"," 0.896834668"," 0.332612084"," 0.340044008"," 0.027936202","-0.005470545"," 0.328477443","-0.971999932"," 0.737688071"," 0.233846640"," 0.291921381"," 0.638217960","-0.198974086","-0.234750913"," 1.338643177"," 0.296940755"," 1.228948080"," 0.462133368","-0.264842200"," 0.430887940"," 1.019773218"," 0.154053523","-0.144553428"," 1.433929798"," 0.976217335"," 0.589174917","-0.541669403"," 0.116922065"," 0.900180631"," 0.562017195"," 1.751520799"," 2.123086508"," 1.181136877","-0.105046513"," 1.708028817"," 1.050424804"," 1.482510846"," 0.540487436"," 0.932159195"," 0.591538342"," 0.447886432"
"JUN|c-Jun_pS73","num","Molecular","Protein Expression","-0.29237947","-0.69311029","-0.84367316","-0.68646452","-0.25276675","-0.83750739","-0.69739396","-1.14889771","-0.93957312","-0.35998993","-0.10049321","-0.85268819"," 0.15698705","-0.65664845","-0.64320929","-0.78118075","-0.69381354","-0.84040502","-0.54211100","-0.41334757","-0.17700441","-0.74744617","-0.67217148","-0.65397745","-0.84210058","-0.82517053","-0.91986791","-0.66983103","-0.63510724","-0.52115445","-0.98296244","-0.37336371","-0.68037895","-0.42638715","-0.48720809","-0.55210940","-0.42080271","-0.98446958","-0.61462337","-1.04900167","-0.67437328","-0.81898873","-0.61688190","-0.89352617","-0.54379587","-0.93528564","-0.71879061","-0.45944851","-0.83736489","-0.50580437","-0.51779017","-0.71617765","-0.85989249","-0.39551596","-0.83846313","-0.25796983","-0.58067177","-0.78159889","-0.02591834","-0.62233859","-0.54854786","-0.30786976","-0.20578269","-0.66405021"
"KIT|c-Kit","num","Molecular","Protein Expression","-0.48519892","-0.04300089","-0.06316828","-0.30155504","-0.55774465","-0.53515446","-0.22353406","-0.01252925","-0.32879442","-0.44804716","-0.63018386","-0.49538354","-0.28893015"," 0.00775187","-0.04833790","-0.61761976"," 0.21734777","-0.67536351","-0.83829594","-0.89392910","-0.88583963","-0.49071528","-0.39864717","-0.27621584","-0.48749228","-0.08505205","-0.52360051","-0.89226863","-0.40358917","-0.43854373","-0.24268171"," 0.83906645","-0.95804110","-0.53300098","-0.72669057","-0.83382050","-0.63038795","-0.49945325","-0.42324522","-0.55556360","-0.45360109","-0.44328301","-0.38733768","-0.86313344","-0.27093748","-0.25018337","-0.35273889","-0.19092918","-0.48347399","-0.60161465","-0.70699370","-0.43308372","-0.81923978","-0.67672477","-0.62657653","-0.45002537","-0.45724250","-0.27954382","-0.07424686","-0.23726068","-0.39295964","-0.15852314","-0.26628681","-0.39781900"
"MET|c-Met_pY1235","num","Molecular","Protein Expression","0.1721790","0.4316274","0.5321299","0.4746218","0.3801298","0.4279076","0.2968213","0.2364445","0.4310844","0.4521269","0.3871535","0.4442412","0.5662595","0.4515093","0.3550067","0.3943411","0.2745249","0.4900991","0.3204418","0.3020808","0.3946747","0.3853234","0.3834786","0.4830270","0.5708533","0.4381804","0.3545072","0.2259402","0.3855946","0.4759586","0.4441058","0.4635465","0.2866986","0.1343045","0.4158629","0.2636658","0.2595592","0.3862560","0.4043232","0.3702646","0.3943220","0.5122868","0.4366389","0.2868656","0.5249624","0.3133671","0.3776644","0.5948430","0.4105294","0.4028672","0.3694157","0.3989720","0.2947054","0.3548101","0.4434221","0.4446957","0.4323708","0.5419846","0.4621337","0.3179568","0.3660133","0.4769707","0.4270602","0.3544682"
"MYC|c-Myc","num","Molecular","Protein Expression"," 0.70266746"," 1.51477305"," 1.21356891"," 1.15431181"," 1.12072570","-0.01754032"," 0.77390994"," 1.46592757"," 1.15053409"," 0.91156018"," 1.22787546"," 0.88667136","-0.14014244"," 0.46718818"," 1.58842188"," 1.03244921"," 0.70162677"," 0.67750696"," 0.61491646"," 1.30269332"," 0.83590368"," 1.11073890"," 0.79678214"," 0.78525286"," 1.32245153"," 0.16753191"," 1.34222265"," 1.34015846"," 1.32917462"," 1.71661055","-0.02465993"," 1.29570355"," 1.15116717"," 0.82153858"," 0.39740905"," 0.33740504"," 0.10272519"," 0.69258145"," 1.11073890"," 1.31245693"," 0.49236041"," 1.52963961"," 0.71348508"," 0.46916085"," 1.36943384"," 0.90940647"," 1.35435504"," 1.98290272"," 1.16130170"," 1.70046271"," 1.21571416"," 1.07808489"," 1.11073890"," 1.58685588"," 1.41258292"," 1.52062243"," 1.29751329"," 1.25864841"," 0.87510739"," 2.11377140"," 0.60312872"," 0.79194155"," 0.92704490"," 0.36791599"
"RAF1|C-Raf","num","Molecular","Protein Expression"," 0.69759592"," 1.01149997","-0.08644282"," 0.99989211"," 0.92494847"," 0.05510038"," 1.01616215"," 1.17193758"," 0.95599991"," 1.01665433"," 1.07331265"," 1.02466130"," 0.69970895"," 0.82749369"," 0.99450422"," 0.99924255"," 1.08247110"," 1.07805108"," 1.11319201"," 0.98714460"," 0.89454615"," 0.95472967"," 1.07203465"," 1.03570619"," 0.99298721"," 1.11434326"," 0.80458560"," 0.87640902"," 0.76362685"," 0.98175084"," 1.15652818"," 0.97731459"," 1.10803573"," 0.98165706"," 0.93149703"," 0.98286471"," 0.97683790"," 0.97280487"," 0.83046017"," 1.03574668"," 1.04758212"," 0.76764394"," 1.14532576"," 1.02827799"," 0.93615774"," 1.06531364"," 0.75284255"," 0.85524927"," 1.06954979"," 1.14663162"," 0.82571622"," 1.03037573"," 1.05022334"," 1.11130331"," 1.01167654"," 0.75834530"," 0.91094347"," 1.06756454"," 1.07163887"," 1.40661535"," 1.17869158"," 1.08795573"," 1.18190742"," 1.22574029"
"RAF1|C-Raf_pS338","num","Molecular","Protein Expression","-0.051092939"," 0.145700379"," 0.268126420"," 0.166907821"," 0.017688606"," 0.056280799"," 0.150762235","-0.180975906","-0.005125162"," 0.013816073"," 0.261485956","-0.019599196"," 0.202697642"," 0.005355954","-0.096839574"," 0.117783137","-0.033097747"," 0.015565313"," 0.086382158","-0.034928941"," 0.148135751","-0.008438307"," 0.083660025","-0.009825375"," 0.212543659"," 0.200626338","-0.085779234","-0.146244468","-0.039672000"," 0.104037561"," 0.579552123"," 0.059173296","-0.062047369","-0.256611791","-0.297988648","-0.164696592","-0.146649680","-0.028981359","-0.029091588","-0.070406743"," 0.089387707","-0.079839001"," 0.049251157","-0.068899986"," 0.298172694","-0.049719301"," 0.072727272"," 0.199361620"," 0.118987658","-0.030620645","-0.190776847","-0.094927405","-0.259681815"," 0.103254406","-0.087088799","-0.078964304"," 0.038213039","-0.038143769"," 0.313413478"," 0.054978931"," 0.188823660"," 0.230634736"," 0.066195875"," 0.094861930"
"CASP7|Caspase-7_cleavedD198","num","Molecular","Protein Expression","-1.03421249","-0.86241477","-0.56240284","-0.94300014","-1.67278417","-0.03118597","-1.36528413","-0.99179648","-0.54527856","-1.25065995","-1.37402170","-1.12980963","-0.92570304","-0.53098787","-1.55049604","-0.90763865"," 0.40547414","-0.32511843","-0.24660090"," 1.58971010","-1.18519761","-1.26651760","-1.07765129","-0.73757325","-0.67457724"," 1.34349917"," 0.10824393","-0.60500977","-1.35146143","-1.15623460","-0.81257800","-0.90460254","-0.27766551","-0.49836154"," 0.20816105","-1.37583692","-0.80479582"," 0.60355302","-0.86765304","-0.89453783","-0.59341344","-0.44650669","-1.10671915"," 0.22062366","-0.60462364","-0.14354450","-1.21856601","-0.76309276","-0.56726358","-0.55686471","-1.40920576","-1.39503443","-1.44343065","-1.40189868","-1.65930186","-1.35259349","-1.07744915","-1.06963490","-1.07466613","-1.50271251"," 0.53352897","-1.24833076","-1.41676056","-0.70931866"
"CAV1|Caveolin-1","num","Molecular","Protein Expression","2.40102060","1.66059177","1.70425033","1.05317221","0.73825886","1.83518105","1.28361858","1.02179664","0.88506668","0.90116408","1.48249526","0.03553827","0.88476789","0.36064079","1.09650972","1.36830373","2.84796478","1.50215464","0.99186903","0.40542342","0.88492941","1.36347708","0.94418841","2.22176695","0.25870416","0.52095478","1.47794593","1.25499748","1.50879529","1.32160570","0.99924709","3.42939840","1.08566477","1.58836948","0.99785218","1.14285153","1.32470735","0.81236579","0.91733239","0.91792352","0.88429463","1.27491796","0.69358356","0.04436465","2.20922592","2.30676005","1.18494309","1.44563849","0.75017773","2.16995019","0.88674826","0.78727849","1.69894527","0.32105353","0.87412514","0.99394984","1.11896615","0.06248155","0.73236114","0.11084512","1.20151837","0.81013897","0.72155148","0.14289665"
"PECAM1|CD31","num","Molecular","Protein Expression","-1.4599023","-1.1369593","-1.1628575","-1.0923644","-1.3185253","-0.9649342","-1.3152500","-1.3389118","-1.2716142","-1.1807349","-1.3735827","-1.0912036","-1.1453819","-1.2251362","-1.1761606","-1.2462485","-1.3399229","-1.2415335","-1.2247535","-1.3325199","-1.5696602","-1.2222982","-1.2104677","-1.1451382","-1.1963586","-1.3117232","-1.2251010","-1.4464729","-1.3045456","-1.1688712","-1.2680595","-1.1652748","-1.3506401","-1.4976991","-1.4397635","-1.3340264","-0.9643375","-1.0676275","-1.2091490","-1.1615463","-1.1114381","-1.1278114","-1.1701396","-1.2035921","-0.9804036","-1.2593942","-1.1104107","-1.0230753","-1.1349429","-1.1360842","-1.2582583","-1.1095906","-1.2181054","-1.2635397","-1.1030347","-1.2094442","-1.2587728","-1.0251782","-1.1856114","-1.6540993","-1.1128222","-1.2409900","-1.4523880","-1.3905022"
"ITGA2|CD49b","num","Molecular","Protein Expression","-1.2033757","-1.2986530","-0.4285958","-1.1546552","-1.2880510","-0.6496694","-1.1477728","-1.1354338","-1.2151526","-0.8211190","-1.1354121","-0.8001650","-0.7475870","-1.0373217","-1.2311011","-1.2736879","-1.0615985","-0.8890212","-0.9843612","-1.0064040","-0.9282997","-1.4042782","-1.2342950","-1.1718340","-0.9705768","-1.5581264","-1.4510660","-1.5019013","-1.2791624","-1.2973679","-0.9523975","-1.3359159","-1.2806736","-1.3016090","-1.1966370","-1.3585220","-0.7380121","-1.1352509","-1.1366785","-1.2521563","-1.1762248","-0.7467876","-1.3538280","-1.4342806","-1.0005321","-0.6851072","-1.4980397","-1.1434451","-1.1817138","-1.0466903","-1.5850768","-1.2240407","-1.3159027","-1.4255986","-1.4182926","-1.4203551","-1.0135266","-1.1335917","-0.9403370","-1.0952130","-0.9996566","-1.0005026","-0.6684788","-1.2058458"
"CDK1|CDK1","num","Molecular","Protein Expression","-0.001184031"," 0.196354026"," 0.176101007"," 0.213146788"," 0.233576315"," 0.127208411","-0.078118183"," 0.108623470"," 0.275953133"," 0.624326019"," 0.394712599","-0.012270747","-0.074446741"," 0.455824890"," 0.010676434"," 0.571296530","-0.137685676","-0.012175344","-0.090394170"," 0.068142363"," 0.033524382","-0.004893998"," 0.125211865"," 0.132236586"," 0.357243669"," 0.656108096"," 0.466333308"," 0.300853819"," 0.037660677"," 0.241638180"," 0.289490079"," 0.207368206"," 0.437175858","-0.098669199"," 0.329413404","-0.055191735"," 0.065797341","-0.040282541"," 0.351584077"," 0.312338231","-0.123510914"," 0.234586290"," 0.342379074"," 0.249640597"," 0.094431220"," 0.099916839"," 0.040011115"," 0.176887630"," 0.173035578"," 0.206430466"," 0.042625185"," 0.264891117","-0.034921530"," 0.516597024","-0.181311720"," 0.394498326","-0.080332542"," 0.048938222"," 0.223418110"," 0.108977606"," 0.516322158","-0.022695124"," 0.060777782"," 0.189426459"
"CHEK1|Chk1","num","Molecular","Protein Expression","-0.357310952","-0.231829471"," 1.144666709","-0.169501742","-0.304702469"," 0.042720457","-0.407418150","-0.392945026","-0.357453841","-0.118701883","-0.287885303","-0.417426235","-0.178016749","-0.037414005","-0.392888894","-0.295978298","-0.390476145","-0.315388431","-0.359400120","-0.430717120","-0.503387827","-0.550770896","-0.472038526","-0.478272723","-0.199635924","-0.316180685","-0.292614724","-0.553598068","-0.610534720","-0.423382451"," 0.001174813","-0.339711452","-0.489616972","-0.504647599","-0.332428739","-0.418204166","-0.161037316","-0.211956137","-0.497974740","-0.234748806","-0.444757232","-0.331557150","-0.419509754","-0.402363624","-0.297917391","-0.263494862","-0.465584784","-0.283604236","-0.313525772","-0.398903620","-0.557919732","-0.402210337","-0.535207021","-0.417954075","-0.608370588","-0.250712536","-0.340998855","-0.372649892","-0.414557273","-0.556684260","-0.482864824","-0.580561241","-0.288254555","-0.549109573"
"CHEK1|Chk1_pS345","num","Molecular","Protein Expression","-0.67355047","-0.24330811"," 0.04828583","-0.38546756","-0.47757788","-0.23270053","-0.47243797","-0.49537339","-0.33631752","-0.17506041","-0.46716061","-0.54675306","-0.36174066","-0.29342967","-0.45026482","-0.40589140","-0.54772627","-0.46550833","-0.52729092","-0.64895578","-0.33494850","-0.44142885","-0.44551905","-0.36103465","-0.20079896","-0.18453598","-0.39272158","-0.57696757","-0.47804109","-0.29751512","-0.34938841","-0.50107115","-0.47139498","-0.63633763","-0.47579596","-0.65667801","-0.65967082","-0.41517127","-0.37713018","-0.35676452","-0.33975037","-0.29667181","-0.22592710","-0.22986992","-0.20139033","-0.51599517","-0.52818329","-0.25191499","-0.24488962","-0.38568218","-0.48941455","-0.39713353","-0.59787470","-0.33561411","-0.54675306","-0.30459886","-0.42841050","-0.40181355","-0.35480712","-0.34860391","-0.68938354","-0.30474538","-0.45814763","-0.35566132"
"CHEK2|Chk2","num","Molecular","Protein Expression","-0.131124265"," 0.001288139","-0.216546559","-0.023551721","-0.169213665","-0.612678061","-0.350586004","-0.071948005"," 0.387024604"," 0.057076644","-0.497868983","-0.231769574","-1.121300675"," 0.214692095"," 0.475315820"," 0.378723239","-0.752598864","-0.143859885","-0.669193431"," 0.209544644","-0.386873289"," 0.164621093","-0.084422107","-0.320387009","-0.657916130","-0.016651059","-0.279280547","-0.365795623"," 0.965821116"," 0.146432444"," 0.006005906"," 0.236989511"," 0.258774838","-0.499486236"," 0.013442859"," 0.910247150","-0.131656349"," 0.152932502","-0.118941322"," 0.179978173","-0.247822274"," 0.133197120"," 0.014433103"," 0.567383606","-0.360312482","-0.409799153","-0.192137366"," 0.351871367"," 0.435277611","-0.466602173"," 0.158391281"," 0.624330519"," 0.395976162","-0.278010563","-0.625898241","-0.201502805","-0.415820594","-0.122868368"," 0.049813739"," 0.634999384","-0.070662442"," 0.191822152"," 0.330145621","-0.073558616"
"CHEK2|Chk2_pT68","num","Molecular","Protein Expression","-0.6983425","-0.4470327","-0.2838627","-0.5062525","-0.5355492","-0.5707459","-0.6252818","-0.8079754","-0.4782575","-0.3395821","-0.6079009","-0.5950017","-0.5110991","-0.3288135","-0.3530419","-0.4409108","-1.0263027","-0.6020476","-0.7217912","-0.5739563","-0.6719330","-0.4896640","-0.6363096","-0.6525134","-0.4994545","-0.3426902","-0.4690333","-0.7305541","-0.3799689","-0.2951660","-0.5388774","-0.4940780","-0.3946428","-0.8095565","-0.5112105","-0.4954422","-0.6306477","-0.3752812","-0.5978547","-0.4563738","-0.5129712","-0.6822452","-0.3433515","-0.4105336","-0.4458464","-0.8818258","-0.5930893","-0.3333907","-0.4089902","-0.6708506","-0.3647075","-0.4669282","-0.5426676","-0.3606847","-0.6984272","-0.3494781","-0.6039150","-0.5263323","-0.2257946","-0.3661585","-0.3779404","-0.2987232","-0.3645100","-0.5397291"
"BIRC2 |cIAP","num","Molecular","Protein Expression"," 0.09343881"," 0.19657897"," 0.15577283"," 0.14510736"," 0.58169200"," 0.53761201"," 0.44406835"," 0.39417242"," 0.14568225"," 0.34208878"," 0.23142245"," 0.44186781"," 0.09437770"," 0.17264857"," 0.13519331"," 0.42129937","-0.47217312"," 0.42199363"," 0.34678325"," 0.07800591"," 0.13335965"," 0.06718228"," 0.30375536"," 0.43925135"," 0.11977775"," 0.20569155"," 0.53856781"," 0.41852259"," 0.29202026"," 0.19042790"," 0.36469752"," 0.03600735"," 0.18409303","-0.07906263"," 0.25943432"," 0.39605622"," 0.11011318"," 0.05590604"," 0.36976636"," 0.31358365"," 0.03160246"," 0.37017206"," 0.44334324"," 0.36496591"," 0.12825415"," 0.22905294"," 0.08326972"," 0.29700462"," 0.15387336"," 0.35416540"," 0.18532531"," 0.39157462"," 0.24933241"," 0.42998800"," 0.33761619"," 0.42112771"," 0.29565119"," 0.42788397"," 0.40566943"," 0.34406390"," 0.58646194"," 0.49999311"," 0.59631612"," 0.80086708"
"CLDN7|Claudin-7","num","Molecular","Protein Expression"," 1.1384841"," 2.6784226"," 2.0989778"," 2.0781494"," 0.8868933"," 1.4198069"," 1.1371614"," 1.8603088"," 1.6686255"," 0.6807966"," 1.8300571"," 1.6604677"," 0.6647111"," 2.0129746"," 2.2807300"," 1.8528749","-0.4075282"," 3.2565553"," 1.5464979"," 1.6238606"," 2.1338388"," 2.5256725"," 0.6473616"," 3.1568858"," 0.8732778"," 1.2080262"," 1.0481594"," 1.1420093"," 1.7408805"," 2.2451897"," 0.9474966"," 0.8520184"," 0.7428887"," 2.2370363"," 2.3454544"," 0.8989477"," 2.2956096"," 2.9890400"," 1.9630168"," 0.5932789"," 1.1444054"," 0.1115764"," 1.4942228"," 1.2293807"," 0.7820770"," 1.9018890"," 2.9568972"," 0.8161661"," 1.4297880"," 1.5797306"," 2.1766534"," 1.7802763"," 1.0516063"," 0.9432885"," 2.2131763"," 1.9967917","-0.1595684"," 2.6753893"," 1.7362083"," 3.9625236"," 1.4678146"," 1.1620596"," 2.2870486"," 2.3399143"
"COL6A1|Collagen_VI","num","Molecular","Protein Expression"," 0.96265485"," 1.29121819"," 1.35174936"," 1.02304334"," 0.45120525"," 0.98801184"," 1.23881589"," 0.82693422"," 0.89374545"," 1.59210307"," 1.02072081"," 0.78363208"," 0.85036672"," 1.00473751"," 1.08538511"," 1.06002191"," 2.07417217"," 0.48240811"," 0.63966487"," 0.68470599"," 0.66153528"," 1.30389971"," 1.26268960"," 1.26163007"," 0.95094014"," 0.48977026"," 1.02905444"," 0.63986368"," 0.64737342"," 0.52174866"," 0.48115861"," 1.97271610"," 0.33929568"," 0.83001078"," 0.61516202"," 0.43140403"," 0.93180675"," 0.69287538"," 1.11007709"," 0.94734596"," 0.52292671"," 1.32810593"," 0.97672070"," 0.34073768"," 1.59341764"," 1.16514856"," 0.75307849"," 1.61673294"," 0.84634687"," 1.14376054"," 0.90542101"," 0.97472874"," 0.68425106"," 0.42609814"," 0.73928506"," 0.64238156"," 1.10257279"," 0.76006793"," 0.21134959","-0.25607288"," 0.04658793","-0.28375530","-0.29349192","-0.16128431"
"CCNB1|Cyclin_B1","num","Molecular","Protein Expression"," 0.826589245"," 1.220950013"," 0.627723845"," 1.037648909"," 0.918610314"," 1.213405770"," 0.980024376"," 2.278827283"," 1.418363102"," 2.829591337"," 1.281905167"," 0.319776750"," 0.298244774"," 2.397380078"," 0.514418208"," 2.193919826","-0.077572959"," 0.497467629"," 0.764729173"," 1.893015532"," 0.909994297"," 0.659023532"," 1.239477184"," 1.252720952"," 1.075660810"," 2.802903687"," 2.162382699"," 2.094742036"," 0.479066180"," 1.351375783"," 1.323064287"," 1.314335345"," 1.779927924"," 0.782886593"," 1.871282743"," 0.810447403"," 1.160717454"," 0.938655637"," 1.880387809"," 2.147203649","-0.381184217"," 0.635592550"," 2.260465777"," 0.845841423"," 0.564721944"," 0.547850864"," 0.212920764"," 0.150591177"," 0.699214291","-0.941695099"," 1.439400139"," 1.703671139"," 0.678992929"," 2.129647293"," 0.009663345"," 1.679370387"," 0.107954302"," 0.640365817"," 1.911575818"," 2.464114038"," 3.057929726"," 0.189753621"," 1.318387259"," 1.354710888"
"CCND1|Cyclin_D1","num","Molecular","Protein Expression","-0.058559622"," 0.080853435"," 0.152724158"," 0.004304685","-0.306828046","-0.082298526","-0.080439681","-0.220139417","-0.051493262","-0.168171835","-0.154394314","-0.125305016","-0.022401107","-0.177417194","-0.164077517","-0.267267879"," 0.054902745","-0.162987379","-0.361587737","-0.237384743","-0.133492956","-0.069443563","-0.139661922","-0.117761389"," 0.268599849","-0.009514962","-0.212286563","-0.235808564","-0.027920503","-0.073033751","-0.115256546","-0.131998711","-0.215222338","-0.314475664","-0.246839172","-0.287352672","-0.229633200"," 0.080853435","-0.105504570","-0.124577432","-0.049321811","-0.080208013","-0.038438846","-0.225957720"," 0.097470979","-0.023711498","-0.075021159"," 0.148260350","-0.045256522","-0.151589707","-0.236063764","-0.228942179","-0.029769884","-0.311067804","-0.070917010","-0.205386207","-0.021717813","-0.105554997","-0.041956853","-0.256357982","-0.079910980","-0.245680851","-0.291272790","-0.181180701"
"CCNE1|Cyclin_E1","num","Molecular","Protein Expression","-0.46229178","-0.80565539"," 0.35396964"," 1.11411991","-0.53094441","-0.08444598","-0.48347815"," 0.25238804","-0.49579790","-0.26862607"," 0.05216357"," 0.34021322","-0.21926203","-0.22299071","-0.17182757"," 1.01588374","-0.82388605"," 0.50739109","-0.43402558"," 0.19058161","-0.81758805","-0.24856173","-0.44890856"," 0.06981791"," 0.19842015","-0.47756604"," 1.44216530","-0.58550091"," 0.98400653"," 0.21908973","-1.21116075","-0.12224979"," 0.85994216"," 0.12452621"," 0.25184720"," 0.10411900","-0.50004874","-0.47933611"," 0.85085957"," 0.13057640","-0.70810889","-0.36132423","-0.39578024"," 1.66106238","-0.27303781","-0.87433019"," 0.65838646","-0.24171625","-0.60902859","-1.09327441"," 0.85430518"," 1.05870704","-0.28551245"," 2.38465456"," 1.09292439"," 0.27776086","-1.01254108"," 0.21023895"," 0.83882007"," 0.32322082"," 0.81102720"," 0.71778966","-0.67010853"," 1.61424462"
"PARK7|DJ-1","num","Molecular","Protein Expression","0.21484492","0.38733805","0.65950027","0.32537935","0.97685070","0.75367651","1.07121445","0.88773692","0.52268233","0.58980289","0.75813027","0.86901285","0.72191696","0.58892876","0.87007134","0.77970463","0.80212225","1.62019816","0.29589115","0.44955237","0.72091383","0.49751036","0.48410046","0.40020298","0.55144339","0.30392688","0.86366324","0.55875442","0.96113337","0.60933280","0.77200730","0.79044498","0.63782342","0.44580271","0.03311545","0.79884469","1.04819524","0.58043134","0.69762171","0.62023757","0.48063198","0.70214921","0.02953857","0.73537230","0.65943316","0.69056199","0.86338158","0.39062569","0.20331819","0.93108559","0.51928982","0.49101792","0.25770751","0.26979256","0.71501931","0.17046873","0.42689916","0.32948221","0.66143900","0.70142799","0.51197500","0.80943580","1.21436058","1.17381472"
"DVL3|Dvl3","num","Molecular","Protein Expression","1.1172407","1.1266910","0.6245099","0.4922430","0.9316246","0.9090645","0.6222992","1.1646088","0.8435549","1.1931078","0.8729272","1.0330278","0.8250252","0.7406041","0.9408042","0.8562620","0.3378849","0.6287091","0.8736170","0.9462396","1.2190335","0.3671828","0.9799699","1.3452643","0.7890274","0.7200669","0.7458568","1.3355239","0.6282701","0.9352639","0.6351978","0.5846826","0.6347859","1.1139328","0.8163456","1.0774940","1.0945115","1.0254073","1.0290062","0.8056315","0.5663583","1.1376034","0.6362758","0.5877471","0.6917629","1.0995353","0.5388533","0.7529174","1.0493794","1.0227763","0.7175678","1.0501252","0.9313129","0.8088092","0.8483740","1.0107506","1.2038971","0.9175719","0.9273796","0.7024346","1.3462567","0.6511292","1.0092373","0.9866491"
"CDH1|E-Cadherin","num","Molecular","Protein Expression"," 0.36332649"," 1.82075030"," 1.12441452"," 1.45173742"," 1.23271643"," 0.05188152"," 1.07184126"," 0.58428288"," 1.56819669"," 1.05331034"," 2.09247478"," 1.88512355"," 0.50194343"," 0.51762627"," 1.24214286"," 1.47816188","-1.76592647"," 2.14764783"," 0.92230816"," 0.47794212"," 2.13703421"," 1.15333680"," 0.20178602"," 1.42889517"," 1.27075785"," 1.04163221"," 1.97643185"," 1.07169440"," 0.96806163"," 1.62040833"," 1.52540438"," 0.78788133"," 0.95441556","-0.15664607"," 0.92149713"," 1.95616450"," 0.78620534"," 1.78848292"," 0.49170566"," 0.44555437"," 0.78244218"," 0.06321057"," 1.31374102"," 1.08441595","-0.14501150"," 1.14839915"," 1.63606301"," 0.37459014"," 0.08732623"," 0.73120315"," 1.59332020"," 0.35861996"," 0.61198114"," 1.48462168"," 1.12955837"," 2.15259149","-0.10793557"," 1.32211746"," 0.73106690"," 2.10967817"," 0.12443797"," 1.95502989"," 0.88845554"," 1.92358303"
"EEF2|eEF2","num","Molecular","Protein Expression","-0.049859256"," 1.027764248","-0.635826444"," 0.096959477"," 0.206060492"," 0.198533639"," 0.347736348"," 0.390484299"," 0.856569864"," 0.195583870","-0.294949483"," 0.027951127"," 0.285148392"," 0.824921383"," 0.260391515"," 0.299090965"," 0.393344916"," 0.535132085"," 0.508356647","-0.109541352","-0.049166955"," 0.457657374"," 0.105217429"," 0.283679282"," 0.207634347"," 0.703109048"," 0.042296281","-0.165290011","-0.247433395"," 0.993725453"," 0.213006253","-0.182927889","-0.009116504"," 0.445796821"," 1.247693049"," 0.234791669"," 0.506548166"," 0.718828146"," 0.359569601","-0.089316837"," 0.684888113"," 1.022011869"," 0.589692923"," 0.378572150"," 0.003756769"," 1.034810709"," 0.570754142"," 0.415235099"," 0.713134928"," 0.832661570"," 0.624600793"," 0.264420552"," 0.541860207"," 0.239034128"," 0.808213565"," 0.241656762"," 0.312886109"," 0.977415126"," 0.282256496"," 0.503569538"," 1.230774883"," 0.083345063"," 0.254024378","-0.009662724"
