"Feature","Data_Type","Category","Sub_Category","TCGA-23-1021","TCGA-23-1022","TCGA-23-1023","TCGA-23-1024","TCGA-23-1026","TCGA-23-1027","TCGA-23-1028","TCGA-23-1029","TCGA-23-1030","TCGA-23-1031","TCGA-23-1032","TCGA-23-1109","TCGA-23-1110","TCGA-23-1111","TCGA-23-1113","TCGA-23-1114","TCGA-23-1116","TCGA-23-1117","TCGA-23-1118","TCGA-23-1119","TCGA-23-1120","TCGA-23-1121","TCGA-23-1122","TCGA-23-1123","TCGA-23-1809","TCGA-23-2072","TCGA-23-2077","TCGA-23-2078","TCGA-23-2079","TCGA-23-2081","TCGA-23-2084","TCGA-23-2641","TCGA-23-2643","TCGA-23-2645","TCGA-23-2647","TCGA-23-2649","TCGA-25-1312","TCGA-25-1313","TCGA-25-1314","TCGA-25-1315","TCGA-25-1316","TCGA-25-1317","TCGA-25-1318","TCGA-25-1319","TCGA-25-1320","TCGA-25-1321","TCGA-25-1322","TCGA-25-1323","TCGA-25-1324","TCGA-25-1326","TCGA-25-1328","TCGA-25-1329","TCGA-25-1623","TCGA-25-1625","TCGA-25-1626","TCGA-25-1627","TCGA-25-1630","TCGA-25-1631","TCGA-25-1632","TCGA-25-1634","TCGA-25-1635","TCGA-25-1870","TCGA-25-1871","TCGA-25-1877","TCGA-25-1878","TCGA-25-2042","TCGA-25-2391","TCGA-25-2392","TCGA-25-2393","TCGA-25-2396","TCGA-25-2397","TCGA-25-2399","TCGA-25-2400","TCGA-25-2401","TCGA-25-2404","TCGA-25-2408","TCGA-25-2409","TCGA-42-2582","TCGA-42-2587","TCGA-42-2588","TCGA-42-2589","TCGA-42-2590","TCGA-42-2591","TCGA-42-2593","TCGA-57-1582","TCGA-57-1583","TCGA-57-1585","TCGA-57-1586","TCGA-57-1992","TCGA-57-1993","TCGA-57-1994"
"PSMC2_GeneExp","num","Molecular","Gene Expression Microarray",-0.01325,-0.78275,-0.03125,-0.12375,-0.15825,-1.022,-0.30125,-0.2465,-0.4455,0.20425,0.75125,-0.64275,-0.37275,0.06575,-0.039,-0.8115,-0.405,-0.62325,0.01825,-0.01825,-0.2955,0.30525,0.09625,0.28325,0.61525,-0.51625,-0.31525,-0.66175,-0.28925,-0.1435,-0.409,-1.1595,-1.02825,-0.36875,-0.544,-0.5505,0.03675,-0.07925,-0.0345,0.49675,-0.46725,-0.599,-0.27525,-0.2985,-0.4705,0.42975,0.6295,-0.03125,-0.6905,0.622,-1.38475,-0.60575,-0.022,-0.06775,-0.18125,0.15825,-0.60175,-0.31175,-1.5165,-1.12375,-0.0435,-0.33575,-0.161,-0.19875,-0.1205,-0.7025,-0.43025,-0.11275,-0.72175,-0.42225,0.62975,-0.58725,-0.30875,0.34125,-0.53225,-0.76575,-0.43925,0.0135,0.54075,-0.10225,-0.14425,0.652,-0.1695,-0.59375,-0.2785,-0.906,-0.60475,-0.53325,0.59925,-0.36475,-0.726
"GGA3_GeneExp","num","Molecular","Gene Expression Microarray",0.051833333,0.233,0.248166667,-0.1865,-0.670333333,0.315166667,0.308,0.521666667,1.752166667,-0.130833333,-0.12,0.730833333,1.2845,-0.088166667,-0.29,0.558666667,0.63,0.297833333,0.952,0.123666667,0.552833333,0.660666667,0.142333333,-0.129166667,-0.353666667,0.935166667,-0.207666667,0.464666667,-0.210333333,0.347333333,0.633333333,-1.295333333,0.367,-0.307666667,0.509,-0.459,-0.516,0.036166667,0.3785,-0.736,-0.383833333,-0.220333333,0.246833333,0.673,0.362166667,-0.233333333,0.150666667,-0.472666667,-0.410333333,-0.1655,0.711333333,-0.0405,0.008666667,-0.476166667,-0.023,-0.267166667,0.6725,-0.3605,0.4205,-0.281666667,-0.6715,0.267666667,-0.160333333,-0.364666667,-0.075833333,0.228,0.584833333,0.062333333,-0.018333333,0.0445,0.010166667,0.964333333,-0.797333333,0.304333333,0.049333333,0.096666667,0.369166667,-0.109666667,-0.875333333,-0.3365,0.577666667,-0.6255,0.104,0.194166667,-0.082166667,0.346,0.528666667,0.33,-1.270333333,0.050333333,0.065166667
"LPGAT1_GeneExp","num","Molecular","Gene Expression Microarray",-0.30475,-1.67216667,0.62725,-0.2255,-0.37666667,0.55758333,0.002,-0.4285,-0.59633333,0.04566667,0.19208333,-0.61683333,-0.28925,-0.0145,-0.06966667,0.0695,-0.30641667,0.078,-0.05733333,-0.31366667,0.22875,-1.22258333,-0.35975,0.25883333,-0.38308333,0.05533333,-0.553,0.14283333,-0.64375,-0.02458333,-0.5045,-0.77566667,-0.06675,-1.7695,-0.41008333,0.36025,-0.67833333,0.08858333,-1.47933333,0.07008333,1.44925,-0.54083333,-0.27441667,0.21833333,0.39583333,0.10425,-0.35916667,0.0805,-0.921,0.72266667,-0.0715,0.276,-0.15758333,0.10216667,0.6905,0.7515,0.72775,0.9225,-1.23775,-0.01133333,1.03608333,-0.02108333,-1.76416667,-0.16933333,-0.74358333,-0.521,0.05966667,-0.04408333,-0.18233333,0.70591667,0.97291667,-1.137,0.71983333,0.50383333,-0.04616667,0.8435,-0.82808333,-1.14408333,1.08941667,-0.42141667,0.70216667,-0.06466667,-0.74316667,-0.57183333,-1.81625,-1.40275,-0.45316667,-0.42516667,1.7145,0.1155,0.04391667
"SEC16B_GeneExp","num","Molecular","Gene Expression Microarray",1.50133333,0.43233333,0.454,1.70733333,1.00583333,0.95483333,1.04733333,2.15516667,0.7755,0.5785,0.615,0.37716667,0.86833333,0.89566667,1.13933333,1.47516667,1.1565,1.152,1.14416667,0.76233333,0.646,1.32283333,0.586,0.76483333,0.05883333,1.05166667,1.95416667,0.51216667,0.50233333,0.9875,0.45366667,0.02166667,1.46583333,0.13633333,0.68666667,1.504,1.04033333,1.05283333,1.55016667,1.03983333,0.968,1.06683333,0.57533333,0.746,0.78183333,0.7325,0.86083333,1.009,0.08316667,0.31016667,1.42616667,0.38883333,0.98733333,0.678,1.35666667,0.6105,0.67933333,1.059,0.63666667,1.28716667,0.99533333,1.86133333,2.10633333,0.59783333,0.9955,1.537,0.73,0.89433333,1.103,1.9985,1.7835,2.60666667,0.48266667,0.93933333,0.59083333,1.595,1.10566667,0.27933333,1.01833333,0.79266667,0.51266667,1.13516667,0.31866667,0.51766667,0.41416667,2.14916667,0.64316667,2.233,1.07316667,1.09266667,1.05233333
"C5orf38_GeneExp","num","Molecular","Gene Expression Microarray",-1.8335,-1.296,-0.152,-0.99583333,-1.80383333,-2.08716667,-1.28216667,-2.2475,-1.57483333,-1.66866667,-2.10133333,-1.88033333,-2.18466667,-1.78283333,-1.26183333,-2.51983333,-1.81866667,-1.79283333,-2.3295,-1.17533333,-1.54383333,-1.13366667,-1.6515,-1.32016667,-0.37066667,-1.91333333,-1.62066667,-2.18433333,-1.84266667,-0.915,-2.4005,-0.15666667,-1.4435,-1.355,-1.4285,-1.59283333,-1.3705,-1,-1.3915,-1.62366667,-1.01416667,-1.60766667,-1.202,-1.24916667,-1.31516667,-0.88116667,-1.4465,-1.29916667,-0.61483333,-1.0365,-1.311,-1.36,-2.28216667,-0.47483333,-2.35483333,-1.69833333,-2.158,-2.08516667,-1.884,-1.88066667,-2.25483333,-2.188,-2.4445,-2.66783333,-0.9135,-1.38266667,-1.34683333,-1.79033333,-1.834,-1.5525,-2.06716667,-2.06833333,-1.64666667,-1.8955,-2.00966667,-2.207,-1.48933333,0.02116667,-0.80116667,-0.81066667,-1.077,-0.879,-1.553,-1.372,-1.37633333,-2.18716667,-1.70516667,-2.1875,-1.96316667,-1.69883333,-2.227
"THOC2_GeneExp","num","Molecular","Gene Expression Microarray",-0.8863,-1.3157,-0.9477,-0.9284,-0.926,-0.2111,0.6578,-0.7059,-1.3643,-0.3149,-0.8592,-0.1933,-1.1257,-0.798,-0.3217,-1.1912,-1.2167,-0.5686,-0.4976,-1.0845,-0.3341,0.4975,-0.5902,-1.3378,-1.1659,-1.1879,-0.5277,-0.133,-0.1403,-0.7695,-0.327,-0.9023,-0.8886,-0.9645,-0.7365,-0.8092,-1.1171,-0.407,-0.895,-0.9247,0.82,-0.3405,-0.8751,-0.84,-0.0612,-0.9831,-0.2823,-0.8404,-0.9826,-0.107,-0.7775,0.2621,-0.8204,-0.3143,-0.6742,-1.1382,0.0803,-0.8482,-0.5863,-0.9401,-0.6246,-0.2503,-0.4746,-1.365,-1.5239,-0.3148,-0.9172,-0.6525,-0.751,-0.9154,-1.0011,-1.0705,-0.7438,-0.9741,-0.7001,-0.7926,-0.9327,-1.3603,-1.1826,-1.154,-0.8643,-1.2844,-0.4935,-1.4967,-0.6765,-0.022,-0.4762,-1.1241,-0.6071,-1.0348,-0.2315
"SLC16A12_GeneExp","num","Molecular","Gene Expression Microarray",-1.009,-1.07716667,1.32316667,-1.61066667,-1.692,-1.05966667,-0.359,-1.8985,-1.44733333,-0.78375,-0.94816667,-0.42866667,-0.09033333,-0.274,-1.00933333,-1.2935,-0.79066667,-0.82933333,-1.44016667,-1.18033333,-1.44316667,2.71816667,-0.753,-1.00483333,-0.95083333,-1.284,-0.51916667,-0.44266667,-1.2075,-0.33416667,-1.88316667,-0.76133333,-1.93416667,-0.51933333,-1.707,-1.2925,-0.60183333,-0.9915,-1.01866667,1.21966667,4.041,-0.56533333,-1.46533333,-1.29016667,-0.639,-0.8185,-0.60983333,-0.93233333,0.23083333,-0.98416667,-0.80666667,-0.923,0.52066667,-1.48216667,0.37366667,-0.3645,-0.033,-0.123,-0.5035,5.218,0.13116667,1.21533333,2.2355,1.04283333,-1.7975,-1.28133333,0.34533333,-0.15416667,0.51183333,-0.8075,-1.374,-1.2075,-0.06266667,-0.93416667,-0.886,0.14866667,-0.38,-0.9925,-1.29133333,-1.71533333,-1.85033333,-0.12966667,-0.71166667,-1.0675,-0.83116667,-1.2765,-2.33533333,-0.80533333,-0.1705,-0.70733333,-1.14383333
"ALK_GeneExp","num","Molecular","Gene Expression Microarray",0.51825,2.43975,-1.21675,-0.423125,-1.359625,0.283125,-1.434,-0.52425,-0.196375,0.68125,-0.914625,3.36975,-0.87225,0.2405,1.2155,0.154125,-1.193875,0.1455,2.413,-0.429625,2.83325,1.691125,-1.4485,-1.296,0.36025,-2.050125,-0.432875,0.11975,1.432,-0.80775,0.00875,0.736625,1.819125,-0.178625,-0.2095,-0.98675,0.70475,-0.778,-0.10225,-1.22775,-2.235875,3.360625,3.405625,-0.165125,0.18125,0.46325,0.460875,1.298375,2.993625,-0.2795,-1.357625,-0.514,2.835875,1.485125,2.24975,2.776375,-0.287375,0.12475,-0.055375,2.546,1.7605,2.56525,1.04875,1.453625,-0.834125,-0.704375,0.05425,-0.572125,0.36525,2.028375,-1.024625,-0.518125,1.205625,-0.847,-1.476375,-1.61975,1.74675,-0.3355,-0.428625,0.038625,2.040625,0.753375,1.121375,-1.802375,-0.47425,-2.392625,0.934625,2.00725,-0.181,-0.370625,2.042125
"DACT3_GeneExp","num","Molecular","Gene Expression Microarray",0.51916667,-0.5795,0.66666667,-0.40616667,-0.013,0.52633333,-0.56966667,0.3055,-0.63666667,-0.42533333,-0.36033333,0.39216667,-0.60016667,-0.27233333,0.6465,0.71616667,1.82683333,2.69266667,0.11466667,0.82466667,0.58366667,0.4665,0.45283333,-0.66983333,0.43866667,0.48416667,0.60583333,0.65966667,0.26733333,0.3335,0.73466667,-0.204,-0.24066667,-0.19533333,0.521,-0.12283333,-0.224,0.826,0.51666667,0.16516667,2.0845,0.41016667,0.49383333,-0.2485,0.808,-0.46616667,0.44083333,0.68533333,-0.48816667,0.81616667,1.23833333,0.85616667,1.22816667,1.13033333,2.1115,0.031,0.63383333,-0.12583333,-0.4855,-1.52983333,1.67083333,-0.11833333,0.3835,2.05116667,-0.741,2.53366667,-0.23516667,0.57116667,0.21183333,0.04633333,-0.032,-0.14166667,-0.098,1.13116667,0.886,0.836,-0.02333333,-0.34916667,1.06566667,1.24183333,-0.306,0.033,0.7205,0.56016667,0.0755,-0.4085,1.51966667,-0.075,0.49566667,-0.124,-0.753
"CACHD1_GeneExp","num","Molecular","Gene Expression Microarray",1.1895,-0.091,1.6415,0.1455,1.915,2.273,0.5545,1.917,1.626,0.9285,3.114,1.2955,1.5435,0.211,1.2355,1.077,1.1685,-0.038,2.2525,0.7205,1.689,1.88,1.345,1.305,-0.332,0.1025,0.603,0.115,1.074,0.478,0.986,0.8135,1.017,-0.7785,0.43,-0.4095,0.811,1.4605,-0.6225,1.205,1.098,1.694,1.2765,1.4235,0.475,0.363,1.4245,1.237,0.2905,0.839,2.171,-0.468,0.0345,1.0775,0.5185,1.9835,0.793,1.189,0.714,1.77,1.5005,0.8825,1.381,1.7925,0.5315,1.3895,1.264,-0.961,1.1215,1.505,-0.5485,1.546,1.563,0.45,-0.449,-0.9595,0.64,0.531,0.2385,0.025,1.788,0.19,1.06,1.1795,0.1865,0.0765,0.788,3.473,0.2465,0.2235,0.9755
"GAN_GeneExp","num","Molecular","Gene Expression Microarray",-0.04175,-1.1285,0.12825,0.22,-0.84625,-0.52875,-0.432,-0.286,-0.98225,-0.8445,-0.828,-1.74025,-0.8045,-1.28675,-1.45325,-1.18025,0.28675,-1.0445,-0.56475,-0.7045,-1.32075,0.007,-0.72225,-0.69075,-0.665,-0.61375,-0.4095,-0.5605,-1.2135,-0.03625,-0.783,-0.44475,-0.50375,-0.43575,0.01075,-0.455,-1.5555,0.0585,0.03425,-0.28,-1.89,-0.6805,-1.06275,-0.66025,-0.9715,0.26075,-0.7385,-0.3415,-0.45925,0.37675,-0.835,-1.17925,-0.17725,0.7405,-0.20175,0.342,0.53,0.2165,-1.36,-0.0175,0.73425,-0.886,-0.72975,0.64675,-0.1145,1.02,-0.46375,0.006,-1.063,-0.26475,-0.8445,-0.75125,0.0895,-1.2475,0.458,-0.4545,-0.464,-0.39225,-0.67775,-0.114,-0.607,-0.605,-0.6745,-0.8225,0.25225,0.19675,-0.1435,-1.1135,0.3565,-0.6305,-1.148
"EXOC6B_GeneExp","num","Molecular","Gene Expression Microarray",1.2725,0.8675,0.1815,-0.506,1.308,0.534,0.767,0.269,0.466,1.1705,0.135,-0.4275,-0.234,0.264,0.38,-0.098,-0.5705,1.1675,0.753,1.643,0.2945,0.259,0.0695,0.567,0.39,0.6355,-0.058,1.259,0.935,0.331,1.558,-0.166,0.069,0.639,-0.7345,0.6595,-0.791,-0.427,-0.153,1.6595,0.6085,0.3835,0.579,1.3545,0.2535,0.1825,0.278,0.7815,0.343,0.6925,0.112,-0.094,0.088,0.069,-0.275,0.184,0.176,0.32,-0.074,-0.156,0.4505,0.2085,0.3615,0.125,-0.163,-0.214,0.7615,0.356,-0.157,1.018,0.5355,0.512,0.8585,0.3485,0.433,0.6765,0.268,0.361,0.7425,-0.135,1.2395,0.106,0.684,-0.354,0.3435,-0.9185,0.4425,0.411,0.5995,0.8035,-0.629
"HIST1H2AE_GeneExp","num","Molecular","Gene Expression Microarray",1.84475,0.79225,2.898,0.8275,-0.306,0.09725,-0.14075,0.208,2.10225,2.1845,-0.32125,-0.98875,-0.17625,-0.68575,-0.444,-1.17675,-1.32475,0.07075,0.79075,1.48175,1.8795,1.61975,1.31275,0.44075,1.46525,0.929,0.62325,0.279,-1.02675,1.00775,-0.1285,0.6225,0.2915,-1.04175,-0.397,1.77325,-1.882,1.38375,1.70625,-0.00925,-0.31725,-0.255,-0.35525,2.603,1.2595,1.5495,1.73,-0.72275,-1.4675,0.47875,-1.622,0.301,0.8525,-0.85225,-0.19125,2.812,-0.714,-1.231,-0.6445,1.6,-0.508,-0.24975,0.77175,-0.37375,2.78475,-0.17,-2.69775,1.40925,-1.54525,0.7055,0.375,-1.35225,-0.531,-0.38425,0.3705,1.15225,1.75425,1.4095,-0.8175,0.869,-0.60925,2.06875,-0.09625,-0.0015,0.66825,0.72875,1.51825,0.043,1.1815,-1.4395,-2.0815
"VAMP1_GeneExp","num","Molecular","Gene Expression Microarray",-2.06075,-2.4115,-2.06225,-1.80275,-1.05725,-1.78025,-1.58925,-1.31,-1.82175,0.4495,-1.22225,-2.11525,-0.4315,-2.4795,-0.035,-1.8825,-1.74875,-0.894,-1.3115,-0.901,-2.47325,-1.54375,-0.91625,-1.884,-0.687,-1.30475,-1.2705,-0.776,-1.889,-1.4875,-1.17,-0.34675,-1.76575,-1.0465,-1.607,-0.248,-0.383,-1.76025,-1.50875,-0.3895,-1.82275,-2.044,-1.39675,0.017,-1.8755,-1.08975,-1.616,-0.88475,-0.5125,-1.31825,-1.9555,-1.78025,-1.632,-2.2595,-2.168,-1.07,-0.84425,-1.16575,-0.76,-0.62075,-1.83275,-1.22575,-0.62125,-1.704,-1.4165,-1.1665,-1.43525,-1.69325,-2.1215,-1.31175,-0.95825,0.03925,-1.09225,-1.9655,-2.0665,-2.3165,-0.474,-0.5416667,-1.311,-1.4,-0.435,-1.666,-1.793,-0.5195,-1.14175,-2.2585,-2.151,-1.3725,-2.35175,-0.629,-2.02875
"SRI_GeneExp","num","Molecular","Gene Expression Microarray",0.55058333,0.666,0.47183333,1.06633333,1.45141667,1.0585,0.91133333,0.57883333,0.81991667,1.61966667,2.04566667,1.17866667,1.43325,1.26308333,1.31616667,1.37533333,0.438,1.43033333,0.50475,0.39583333,0.14108333,1.00741667,0.76225,0.69191667,0.257,2.07783333,1.34208333,-0.31341667,0.98666667,1.2385,0.72783333,-0.17375,0.43816667,-0.14825,0.99383333,0.69825,1.44025,1.62625,1.12766667,0.48558333,1.11708333,0.67475,0.92425,0.76083333,1.16708333,2.3895,1.20891667,0.87125,0.65016667,0.30483333,0.90258333,1.16708333,0.94825,0.97766667,1.065,0.99825,1.02725,1.19491667,0.05658333,0.91591667,1.25375,0.77908333,0.71875,0.51341667,0.48558333,1.11041667,1.187,0.7065,0.82383333,1.17616667,1.25025,0.3945,0.99191667,1.36441667,1.51008333,1.63158333,0.80758333,1.85533333,1.45258333,1.95333333,1.2735,1.34108333,1.53541667,1.24233333,1.04516667,0.95958333,0.72933333,0.85225,0.27675,1.3585,0.94075
"AKAP14_GeneExp","num","Molecular","Gene Expression Microarray",3.7375,0.6555,1.039,0.9735,3.1915,1.583,1.9335,1.7145,0.3115,-0.2345,4.891,1.6905,1.5395,-0.2485,0.7325,1.4965,-0.031,1.1515,2.0705,3.0005,1.3925,0.2605,0.598,0.693,-0.2475,-0.6385,1.012,0.627,-0.2785,1.9215,1.7185,1.391,2.4025,0.311,2.603,0.742,0.743,0.496,0.0395,3.8465,0.7145,0.3155,0.5055,4.4285,0.558,3.7095,0.223,0.1695,0.013,0.0105,0.3165,0.314,-0.987,1.675,0.139,-0.3875,3.1025,0.4975,2.7695,0.3115,-0.142,4.7855,0.162,0.906,3.622,2.027,0.4065,1.183,1.245,3.149,0.3415,2.953,1.3705,0.838,3.452,6.366,1.383,1.009,0.3575,0.4225,0.9225,2.1425,1.923,5.5325,2.392,5.487,1.2125,3.705,1.544,4.446,1.7115
"HLA-E_GeneExp","num","Molecular","Gene Expression Microarray",1.0302,-1.3261,1.2937,1.0798,1.7777,0.5156,1.5736,1.9768,1.4443,-1.0908,1.8594,0.6494,-1.2751,-0.1834,-1.0469,-0.7415,1.2392,1.651,1.0537,1.1496,2.0287,-1.2091,0.6017,1.5961,0.9966,0.6359,1.8828,0.2353,2.2655,0.1869,2.2051,0.3528,1.2085,0.2279,0.6245,0.8144,1.0818,2.9567,1.7631,0.4006,1.0459,0.8552,0.6325,1.6363,1.5792,1.0098,0.4312,1.2308,0.8453,1.3372,0.4679,0.4876,1.8819,2.3914,1.5454,-0.5337,0.8938,1.4246,-0.3128,-1.037,1.163,1.3826,-0.7669,0.1363,2.0163,1.2353,0.8832,1.6034,-0.2541,1.4847,1.0799,2.4487,1.0599,1.3917,1.5245,0.1842,1.8363,0.7435,0.9724,2.1476,1.3966,0.9222,-0.4176,2.0097,-0.3786,0.7897,1.5045,1.5275,1.2206,0.9985,1.5752
"SLC25A32_GeneExp","num","Molecular","Gene Expression Microarray",0.26983333,-0.061,0.81583333,-1.08516667,0.43666667,1.1345,-1.027,0.02483333,-0.95633333,-1.01433333,-1.59333333,-0.22816667,-0.90416667,0.09333333,-0.46066667,-0.66733333,0.281,-0.19516667,-0.58266667,-0.12483333,-0.62566667,0.71083333,-1.5645,-0.42383333,-1.14433333,-0.27633333,-0.482,0.3195,-0.302,-0.33383333,-0.15516667,-1.23,-0.5175,-0.1195,0.452,-0.53416667,-0.28983333,-0.08483333,0.12,-0.85183333,-0.5415,0.3785,0.32216667,-1.444,-0.311,0.20383333,-0.3935,-0.3625,-0.603,-0.4825,-0.8255,0.815,0.278,0.15766667,-0.205,-0.104,-0.88766667,-0.36583333,-0.84116667,-0.479,0.3625,-0.50883333,-0.928,-0.3205,-0.08783333,0.60933333,-0.72883333,0.18466667,0.94616667,-0.6355,-0.5745,-0.52033333,-0.661,-0.53933333,0.15383333,-0.3915,-0.15016667,0.04633333,-0.24583333,-0.18566667,-0.02366667,-0.6475,-1.95566667,-0.84083333,0.92483333,-1.053,-0.154,-0.26766667,-0.02733333,-0.6795,-0.018
"FLT3LG_GeneExp","num","Molecular","Gene Expression Microarray",-0.30966667,-0.8245,-0.31533333,-0.81916667,-0.53666667,-0.07316667,-0.10466667,-0.80033333,-0.84316667,-1.70766667,-1.806,-0.71983333,-1.22766667,-0.37366667,-0.37983333,-1.32916667,-0.34116667,-0.43483333,-0.49216667,-0.34716667,0.13016667,-1.01733333,-0.375,-0.38283333,-0.5445,-0.632,-1.12116667,-0.71566667,-0.37116667,-0.79333333,0.36,-0.31716667,-0.92466667,-0.30083333,-0.40766667,-1.05333333,-0.48066667,-0.2745,-0.4375,-1.4655,-0.53816667,-1.11516667,-0.401,-0.2915,0.28266667,-0.92666667,-0.47983333,-0.65583333,-0.2325,-0.59783333,-0.07466667,0.60583333,-0.154,-0.49866667,-0.0945,-0.348,-1.02333333,-0.31583333,-1.19183333,-1.48766667,-0.47966667,-0.55983333,-1.331,-0.24283333,0.25366667,-0.18233333,-0.52416667,-0.62433333,-0.179,-0.06866667,-1.18816667,0.17833333,-0.6925,-0.42716667,-0.37883333,-0.90766667,-0.431,-0.05583333,-0.37866667,-0.2065,-0.66416667,-0.6625,-0.04033333,-0.0705,-1.14083333,-0.663,0.24266667,-1.02016667,-1.32033333,-0.03166667,-1.01016667
"ATP1B1_GeneExp","num","Molecular","Gene Expression Microarray",1.313,0.331,0.718875,0.148,0.533875,0.239375,1.024,0.2395,-0.936625,-0.073625,0.97975,-0.446,2.04,-0.07625,0.873125,1.115375,0.274875,0.358375,0.0475,0.5055714,-0.17575,1.73625,0.250625,0.597625,0.54275,-0.0555,0.43375,0.683,-0.314625,0.413875,-1.497875,0.69925,-0.603,0.351875,-0.0215,-0.2465,0.41025,0.856625,-0.959375,0.91175,1.32475,0.206,-0.315,-0.112,0.54575,0.5835,0.7775,0.541,0.046375,-0.396875,-0.89075,0.2025,0.127375,1.785625,0.816375,0.082125,0.36525,0.718125,0.511125,-0.051375,0.864625,-0.725125,-0.5535,-0.241125,-0.632875,0.21375,0.75775,-0.418875,0.56125,0.584875,-0.025625,-0.47125,0.292,-0.02475,0.3745,0.20175,-0.463625,-0.547125,1.762,0.225875,0.198,0.232375,-0.23875,-0.468625,1.30125,2.326375,0.095625,0.484125,1.036125,0.34075,0.703375
"WDR1_GeneExp","num","Molecular","Gene Expression Microarray",-0.7771875,-1.314375,-0.3439375,-0.3001875,0.642625,0.2188125,-0.36875,-0.9560625,-0.450625,0.5218125,-0.3546875,-0.1654375,0.48375,-1.0331875,-0.4249375,0.6273125,-0.041125,0.556875,0.0248125,-0.3665625,-0.0458125,-0.003,-0.02075,-0.262875,0.016625,-0.4556875,0.348125,-0.197375,0.3839375,0.27275,0.24275,0.16475,-0.408875,-0.0589375,0.1585,-0.30025,-0.409625,0.40475,-1.47625,0.3098125,-0.9606875,-0.3460625,-0.059875,0.0061875,0.558875,0.1965,-0.509375,-0.373,-0.8801875,0.1119375,0.0845,-0.128,-0.4933125,-0.0365625,0.0140625,-0.39625,-0.1654375,-1.029125,-0.1905625,-1.4698125,0.976125,-0.313875,-0.570875,-0.8099375,-0.5419375,0.479375,0.2349375,0.9964375,0.5696875,0.511875,-0.23925,1.05025,-0.1765,0.0080625,0.2684375,-0.0134375,-0.00825,-0.2605,-0.5471875,0.11325,0.2415625,-0.7314375,0.3350625,-0.4501875,0.4965625,-0.268,0.5755,-0.195125,-0.4558125,0.12025,0.49625
"SWAP70_GeneExp","num","Molecular","Gene Expression Microarray",0.03975,-1.438,0.627,-0.10625,0.29225,0.05725,-0.01375,0.05525,-0.1675,-0.489,-0.15225,0.36975,-0.25375,0.125,-0.725,-1.05725,1.12575,-0.212,-0.4445,-0.8935,-0.37625,-0.273,-0.78525,0.78375,-0.34975,0.98025,-0.37325,-0.34775,0.1335,-0.841,0.47325,-1.35475,-0.55925,-0.5875,0.173,0.60575,0.22875,0.11375,0.09725,-0.55525,0.268,0.899,-0.1875,0.54625,0.3855,1.204,0.82375,-1.04075,-0.46475,-0.2495,0.43925,-0.49975,0.6825,0.20775,0.76825,-0.3475,-0.2705,-0.69725,0.02725,-0.65375,0.61075,-1.10575,-0.23,-0.537,-0.3305,0.209,0.4755,0.14525,-0.66225,0.16775,-0.10525,0.03325,-0.29575,0.13775,0.63475,0.22625,-0.36825,-0.7765,-0.19925,-0.16425,0.55225,-0.8005,-0.64875,-0.385,-0.84175,-0.212,-0.14625,-0.6385,-0.0485,-0.4885,0.16975
"TRIM31_GeneExp","num","Molecular","Gene Expression Microarray",-0.59025,-0.2085,1.583,-0.3825,-0.636,-0.79475,-0.9615,0.10525,-0.3505,-0.0115,-0.3355,-0.41225,-0.1745,-0.17425,-0.2395,-0.4166667,-0.4205,-1.1535,-0.4955,0.2325,-0.29625,-0.497,-0.0645,-0.157,0.24475,-0.82325,-0.1155,-0.4205,-0.03,-0.16425,-0.5583333,0.76125,-0.42575,-0.55775,-0.01075,0.206,-0.13975,-0.4775,-0.2575,0.24075,0.1215,-0.2475,-0.05125,0.05475,-0.507,0.07675,0.024,-0.1355,0.11075,-0.019,-0.02075,-0.1915,-0.8965,-0.87125,0.17975,0.22775,0.88575,-0.41025,-0.61875,-0.57,-0.3825,-0.74325,-0.4946667,-0.8373333,0.2255,-0.7,-0.74425,-0.45925,-1.061,1.007,-0.29775,-0.29025,-0.08325,-0.6295,-0.31225,-0.07725,-0.343,-0.04675,0.218,0.12825,0.0215,-0.268,-0.55775,-0.12425,0.031,-0.21425,-0.48875,0.10125,0.13425,1.44375,-0.955
"ARNT_GeneExp","num","Molecular","Gene Expression Microarray",0.64225,1.00325,0.3815,0.863375,0.907,0.448,0.62025,0.283375,0.559125,1.394375,0.553875,0.385875,0.56775,0.331375,0.531125,0.613625,0.70425,1.096,0.67,0.8115,0.728875,1.2565,0.6555,0.885875,0.8015,0.78175,1.03925,0.2675,-0.3245,0.54175,0.77475,0.116375,0.426375,0.11125,0.343125,0.22125,0.621875,0.870375,0.872875,0.115125,1.27025,1.073,1.214,1.016625,0.752625,0.83675,0.652625,0.893125,0.372125,0.8765,0.62825,0.80025,0.66675,0.26675,0.895125,1.64375,0.24125,0.398875,0.227125,0.854875,1.189,0.796625,1.54225,1.100125,0.69525,1.272,0.369875,1.065875,0.375375,1.041375,0.67325,0.847,0.581375,0.619625,0.357875,0.674375,0.559125,0.73675,0.362,0.745375,0.6715,0.165875,0.284875,0.1825,0.3875,0.67,0.7605,2.60825,0.61275,0.340875,0.92025
